C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A013,R081,01-05-00,49 ST,NQR,BMT,12/26/2015,03:00:00,REGULAR,0000000516,0000000000                                                
A013,R081,01-05-00,49 ST,NQR,BMT,12/27/2015,11:00:00,REGULAR,0000000520,0000000000                                                
A013,R081,01-05-00,49 ST,NQR,BMT,12/28/2015,19:00:00,REGULAR,0000000521,0000000000                                                
A013,R081,01-05-00,49 ST,NQR,BMT,12/30/2015,03:00:00,REGULAR,0000000521,0000000000                                                
A013,R081,01-05-00,49 ST,NQR,BMT,12/31/2015,11:00:00,REGULAR,0000000522,0000000000                                                
A013,R081,01-05-00,49 ST,NQR,BMT,01/01/2016,19:00:00,REGULAR,0000000522,0000000000                                                
A013,R081,01-05-01,49 ST,NQR,BMT,12/27/2015,03:00:00,REGULAR,0000000000,0000000480                                                
A013,R081,01-05-01,49 ST,NQR,BMT,12/28/2015,11:00:00,REGULAR,0000000000,0000000483                                                
A013,R081,01-05-01,49 ST,NQR,BMT,12/29/2015,19:00:00,REGULAR,0000000000,0000000484                                                
A013,R081,01-05-01,49 ST,NQR,BMT,12/31/2015,03:00:00,REGULAR,0000000000,0000000484                                                
A013,R081,01-05-01,49 ST,NQR,BMT,01/01/2016,11:00:00,REGULAR,0000000000,0000000484                                                
A014,R081,02-00-00,49 ST,NQR,BMT,12/26/2015,19:00:00,REGULAR,0000940305,0000304715                                                
A014,R081,02-00-00,49 ST,NQR,BMT,12/28/2015,03:00:00,REGULAR,0000942459,0000305425                                                
A014,R081,02-00-00,49 ST,NQR,BMT,12/29/2015,11:00:00,REGULAR,0000944599,0000306323                                                
A014,R081,02-00-00,49 ST,NQR,BMT,12/30/2015,19:00:00,REGULAR,0000947685,0000307268                                                
A014,R081,02-00-00,49 ST,NQR,BMT,01/01/2016,03:00:00,REGULAR,0000949089,0000307712                                                
A014,R081,02-00-01,49 ST,NQR,BMT,12/26/2015,11:00:00,REGULAR,0005506496,0002703809                                                
A014,R081,02-00-01,49 ST,NQR,BMT,12/27/2015,19:00:00,REGULAR,0005507897,0002704986                                                
A014,R081,02-00-01,49 ST,NQR,BMT,12/29/2015,03:00:00,REGULAR,0005509690,0002705687                                                
A014,R081,02-00-01,49 ST,NQR,BMT,12/30/2015,11:00:00,REGULAR,0005511145,0002706586                                                
A014,R081,02-00-01,49 ST,NQR,BMT,12/31/2015,19:00:00,REGULAR,0005512948,0002707480                                                
A014,R081,02-00-02,49 ST,NQR,BMT,12/26/2015,03:00:00,REGULAR,0000554284,0001034930                                                
A014,R081,02-00-02,49 ST,NQR,BMT,12/27/2015,11:00:00,REGULAR,0000555252,0001036382                                                
A014,R081,02-00-02,49 ST,NQR,BMT,12/28/2015,19:00:00,REGULAR,0000556535,0001038742                                                
A014,R081,02-00-02,49 ST,NQR,BMT,12/30/2015,03:00:00,REGULAR,0000558077,0001040633                                                
A014,R081,02-00-02,49 ST,NQR,BMT,12/31/2015,11:00:00,REGULAR,0000559520,0001043046                                                
A014,R081,02-00-02,49 ST,NQR,BMT,01/01/2016,19:00:00,REGULAR,0000559975,0001044113                                                
A014,R081,02-06-00,49 ST,NQR,BMT,12/27/2015,03:00:00,REGULAR,0000592189,0001987493                                                
A014,R081,02-06-00,49 ST,NQR,BMT,12/28/2015,11:00:00,RECOVR AUD,0000592225,0001987838                                             
A014,R081,02-06-00,49 ST,NQR,BMT,12/29/2015,19:00:00,REGULAR,0000592314,0001989661                                                
A014,R081,02-06-00,49 ST,NQR,BMT,12/31/2015,03:00:00,REGULAR,0000592433,0001991651                                                
A014,R081,02-06-00,49 ST,NQR,BMT,01/01/2016,11:00:00,REGULAR,0000592442,0001992212                                                
A014,R081,02-06-01,49 ST,NQR,BMT,12/26/2015,19:00:00,REGULAR,0050368990,1325457429                                                
A014,R081,02-06-01,49 ST,NQR,BMT,12/28/2015,03:00:00,REGULAR,0050369008,1325458439                                                
A014,R081,02-06-01,49 ST,NQR,BMT,12/29/2015,11:00:00,REGULAR,0050369038,1325460622                                                
A014,R081,02-06-01,49 ST,NQR,BMT,12/30/2015,19:00:00,REGULAR,0050369080,1325464314                                                
A014,R081,02-06-01,49 ST,NQR,BMT,01/01/2016,03:00:00,REGULAR,0050369105,1325465861                                                
A015,R081,00-00-00,49 ST,NQR,BMT,12/26/2015,11:00:00,REGULAR,0010289669,0003456068                                                
A015,R081,00-00-00,49 ST,NQR,BMT,12/27/2015,19:00:00,REGULAR,0010291441,0003456775                                                
A015,R081,00-00-00,49 ST,NQR,BMT,12/29/2015,03:00:00,REGULAR,0010292959,0003457425                                                
A015,R081,00-00-00,49 ST,NQR,BMT,12/30/2015,11:00:00,REGULAR,0010294503,0003458347                                                
A015,R081,00-00-00,49 ST,NQR,BMT,12/31/2015,19:00:00,REGULAR,0010298362,0003459357                                                
A015,R081,00-00-01,49 ST,NQR,BMT,12/26/2015,03:00:00,REGULAR,0003104705,0000688024                                                
A015,R081,00-00-01,49 ST,NQR,BMT,12/27/2015,11:00:00,REGULAR,0003107408,0000688371                                                
A015,R081,00-00-01,49 ST,NQR,BMT,12/28/2015,19:00:00,REGULAR,0003111596,0000688936                                                
A015,R081,00-00-01,49 ST,NQR,BMT,12/30/2015,03:00:00,REGULAR,0003115749,0000689340                                                
A015,R081,00-00-01,49 ST,NQR,BMT,12/31/2015,11:00:00,REGULAR,0003118751,0000689914                                                
A015,R081,00-00-01,49 ST,NQR,BMT,01/01/2016,19:00:00,REGULAR,0003120757,0000690226                                                
A015,R081,00-00-02,49 ST,NQR,BMT,12/27/2015,03:00:00,REGULAR,0001707118,0000364353                                                
A015,R081,00-00-02,49 ST,NQR,BMT,12/28/2015,11:00:00,REGULAR,0001708991,0000364707                                                
A015,R081,00-00-02,49 ST,NQR,BMT,12/29/2015,19:00:00,REGULAR,0001712582,0000365186                                                
A015,R081,00-00-02,49 ST,NQR,BMT,12/31/2015,03:00:00,REGULAR,0001715669,0000365593                                                
A015,R081,00-00-02,49 ST,NQR,BMT,01/01/2016,11:00:00,REGULAR,0001716672,0000365834                                                
A015,R081,00-00-03,49 ST,NQR,BMT,12/26/2015,19:00:00,REGULAR,0007047630,0003291621                                                
A015,R081,00-00-03,49 ST,NQR,BMT,12/28/2015,03:00:00,REGULAR,0007049533,0003291989                                                
A015,R081,00-00-03,49 ST,NQR,BMT,12/29/2015,11:00:00,REGULAR,0007051599,0003292751                                                
A015,R081,00-00-03,49 ST,NQR,BMT,12/30/2015,19:00:00,REGULAR,0007054739,0003293530                                                
A015,R081,00-00-03,49 ST,NQR,BMT,01/01/2016,03:00:00,REGULAR,0007055929,0003293976                                                
A015,R081,00-03-00,49 ST,NQR,BMT,12/26/2015,11:00:00,REGULAR,0005822995,0007818018                                                
A015,R081,00-03-00,49 ST,NQR,BMT,12/27/2015,19:00:00,REGULAR,0005824580,0007819631                                                
A015,R081,00-03-00,49 ST,NQR,BMT,12/29/2015,03:00:00,REGULAR,0005826204,0007821028                                                
A015,R081,00-03-00,49 ST,NQR,BMT,12/30/2015,11:00:00,REGULAR,0005827586,0007822882                                                
A015,R081,00-03-00,49 ST,NQR,BMT,12/31/2015,19:00:00,REGULAR,0005829271,0007824464                                                
A015,R081,00-03-01,49 ST,NQR,BMT,12/26/2015,03:00:00,REGULAR,0004920186,0017976741                                                
A015,R081,00-03-01,49 ST,NQR,BMT,12/27/2015,11:00:00,REGULAR,0004921050,0017978904                                                
A015,R081,00-03-01,49 ST,NQR,BMT,12/28/2015,19:00:00,REGULAR,0004922367,0017982137                                                
A015,R081,00-03-01,49 ST,NQR,BMT,12/30/2015,03:00:00,REGULAR,0004923629,0017984764                                                
A015,R081,00-03-01,49 ST,NQR,BMT,12/31/2015,11:00:00,REGULAR,0004924742,0017988424                                                
A015,R081,00-03-01,49 ST,NQR,BMT,01/01/2016,19:00:00,REGULAR,0004925325,0017990289                                                
A016,R081,03-00-00,49 ST,NQR,BMT,12/27/2015,03:00:00,REGULAR,0002277003,0002846555                                                
A016,R081,03-00-00,49 ST,NQR,BMT,12/28/2015,11:00:00,RECOVR AUD,0002278228,0002848295                                             
A016,R081,03-00-00,49 ST,NQR,BMT,12/29/2015,19:00:00,REGULAR,0002280582,0002850458                                                
A016,R081,03-00-00,49 ST,NQR,BMT,12/31/2015,03:00:00,REGULAR,0002282939,0002852401                                                
A016,R081,03-00-00,49 ST,NQR,BMT,01/01/2016,11:00:00,REGULAR,0002283438,0002853617                                                
A016,R081,03-00-01,49 ST,NQR,BMT,12/26/2015,19:00:00,REGULAR,0003673791,0001333523                                                
A016,R081,03-00-01,49 ST,NQR,BMT,12/28/2015,03:00:00,REGULAR,0003675914,0001334109                                                
A016,R081,03-00-01,49 ST,NQR,BMT,12/29/2015,11:00:00,REGULAR,0003677938,0001335036                                                
A016,R081,03-00-01,49 ST,NQR,BMT,12/30/2015,19:00:00,REGULAR,0003681017,0001336046                                                
A016,R081,03-00-01,49 ST,NQR,BMT,01/01/2016,03:00:00,REGULAR,0003682359,0001336517                                                
A016,R081,03-00-02,49 ST,NQR,BMT,12/26/2015,11:00:00,REGULAR,0012208052,0003846254                                                
A016,R081,03-00-02,49 ST,NQR,BMT,12/27/2015,19:00:00,REGULAR,0012211023,0003846818                                                
A016,R081,03-00-02,49 ST,NQR,BMT,12/29/2015,03:00:00,REGULAR,0012213991,0003847328                                                
A016,R081,03-00-02,49 ST,NQR,BMT,12/30/2015,11:00:00,REGULAR,0012216709,0003848154                                                
A016,R081,03-00-02,49 ST,NQR,BMT,12/31/2015,19:00:00,REGULAR,0012219763,0003848673                                                
A016,R081,03-06-00,49 ST,NQR,BMT,12/26/2015,03:00:00,REGULAR,0001125408,0000396339                                                
A016,R081,03-06-00,49 ST,NQR,BMT,12/27/2015,11:00:00,REGULAR,0001125730,0000396466                                                
A016,R081,03-06-00,49 ST,NQR,BMT,12/28/2015,19:00:00,REGULAR,0001126116,0000396639                                                
A016,R081,03-06-00,49 ST,NQR,BMT,12/30/2015,03:00:00,REGULAR,0001126497,0000396736                                                
A016,R081,03-06-00,49 ST,NQR,BMT,12/31/2015,11:00:00,REGULAR,0001126909,0000396873                                                
A016,R081,03-06-00,49 ST,NQR,BMT,01/01/2016,19:00:00,REGULAR,0001127124,0000396967                                                
A016,R081,03-06-01,49 ST,NQR,BMT,12/27/2015,03:00:00,REGULAR,0000560388,0000067942                                                
A016,R081,03-06-01,49 ST,NQR,BMT,12/28/2015,11:00:00,RECOVR AUD,0000560561,0000068129                                             
A016,R081,03-06-01,49 ST,NQR,BMT,12/29/2015,19:00:00,REGULAR,0000560794,0000068319                                                
A016,R081,03-06-01,49 ST,NQR,BMT,12/31/2015,03:00:00,REGULAR,0000561075,0000068487                                                
A016,R081,03-06-01,49 ST,NQR,BMT,01/01/2016,11:00:00,REGULAR,0000561128,0000068609                                                
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237,BMT,12/26/2015,19:00:00,REGULAR,0005342929,0006266093                               
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237,BMT,12/28/2015,03:00:00,REGULAR,0005344335,0006268152                               
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237,BMT,12/29/2015,11:00:00,REGULAR,0005347271,0006272602                               
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237,BMT,12/30/2015,15:00:00,REGULAR,0005350319,0006276729                               
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237,BMT,12/31/2015,23:00:00,REGULAR,0005353438,0006281879                               
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237,BMT,12/26/2015,07:00:00,REGULAR,0000955640,0001156062                               
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237,BMT,12/27/2015,15:00:00,REGULAR,0000956404,0001157790                               
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237,BMT,12/28/2015,23:00:00,REGULAR,0000958273,0001160198                               
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237,BMT,12/30/2015,07:00:00,REGULAR,0000960007,0001162240                               
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237,BMT,12/31/2015,11:00:00,RECOVR AUD,0000961820,0001165108                            
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237,BMT,01/01/2016,19:00:00,REGULAR,0000963029,0001167818                               
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237,BMT,12/27/2015,03:00:00,REGULAR,0000649675,0000677983                               
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237,BMT,12/28/2015,11:00:00,REGULAR,0000650208,0000679061                               
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237,BMT,12/29/2015,19:00:00,REGULAR,0000652060,0000680859                               
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237,BMT,12/30/2015,23:00:00,REGULAR,0000653513,0000682441                               
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237,BMT,01/01/2016,07:00:00,REGULAR,0000654375,0000683927                               
A021,R032,01-00-03,TIMES SQ-42 ST,ACENQRS1237,BMT,12/26/2015,15:00:00,REGULAR,0000923855,0000464551                               
A021,R032,01-00-03,TIMES SQ-42 ST,ACENQRS1237,BMT,12/27/2015,23:00:00,REGULAR,0000924310,0000464914                               
