,Airport,Year,FAA REGION,COUNTY,CITY,STATE,AP Type,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,label,Latitude,Longitude
433,MHT,2008.0,ANE,HILLSBOROUGH,MANCHESTER,NH,Federalized/Commercial,298.0,295.0,63.0,24.0,30669,30628,0.7387,0.7047,0.7305,17.21,12.53,2.75,19.37,2.4,0.74,2.97,15.34,4,42.932806,-71.43575
434,MHT,2009.0,ANE,HILLSBOROUGH,MANCHESTER,NH,Federalized/Commercial,170.0,158.0,27.0,17.0,26259,26296,0.7413,0.7193,0.7618,16.6,11.58,2.03,18.03,2.16,0.67,2.49,13.31,4,42.932806,-71.43575
435,MHT,2010.0,ANE,HILLSBOROUGH,MANCHESTER,NH,Federalized/Commercial,235.0,233.0,42.0,17.0,25289,25343,0.7355,0.7042,0.7433,16.39,11.44,2.33,17.94,2.03,0.6,2.35,13.96,4,42.932806,-71.43575
436,MHT,2011.0,ANE,HILLSBOROUGH,MANCHESTER,NH,Federalized/Commercial,302.0,289.0,29.0,10.0,24368,24377,0.7113,0.6867,0.7609,18.14,11.14,2.03,19.56,1.66,0.54,1.86,13.91,4,42.932806,-71.43575
437,MHT,2012.0,ANE,HILLSBOROUGH,MANCHESTER,NH,Federalized/Commercial,121.0,118.0,26.0,6.0,21608,21521,0.6989,0.6704,0.7522,18.47,11.22,2.17,20.06,1.4,0.7,1.64,13.98,4,42.932806,-71.43575
438,MHT,2013.0,ANE,HILLSBOROUGH,MANCHESTER,NH,Federalized/Commercial,183.0,188.0,32.0,8.0,20830,20713,0.684,0.6301,0.7013,18.83,12.53,3.55,21.88,1.34,0.74,2.15,16.31,4,42.932806,-71.43575
439,MHT,2014.0,ANE,HILLSBOROUGH,MANCHESTER,NH,Federalized/Commercial,193.0,185.0,32.0,7.0,18635,18571,0.6649,0.637,0.701,20.87,11.18,2.03,22.62,1.38,0.48,1.99,16.6,4,42.932806,-71.43575
440,MIA,2004.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,1215.0,1163.0,128.0,108.0,154709,144138,0.7605,0.7282,0.7661,15.18,16.39,3.01,17.01,2.14,2.28,3.83,14.57,4,25.795361,-80.290111
441,MIA,2005.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,1483.0,1448.0,188.0,164.0,153661,143341,0.722,0.68,0.7242,18.06,15.95,3.59,20.6,2.53,2.74,4.46,16.64,4,25.795361,-80.290111
442,MIA,2006.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,748.0,751.0,175.0,151.0,155326,149223,0.7484,0.7075,0.7422,16.66,15.92,3.44,19.22,2.22,2.37,3.89,16.12,4,25.795361,-80.290111
443,MIA,2007.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,844.0,849.0,185.0,120.0,153621,149731,0.7052,0.6584,0.6889,19.39,15.76,3.49,22.27,1.94,2.53,4.21,19.91,4,25.795361,-80.290111
444,MIA,2008.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,787.0,795.0,176.0,131.0,148383,140270,0.7026,0.6571,0.6766,20.11,16.0,3.37,23.01,2.9,2.86,5.23,20.97,1,25.795361,-80.290111
445,MIA,2009.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,572.0,570.0,221.0,185.0,145748,134669,0.7137,0.6763,0.7213,18.89,15.7,3.03,21.25,3.05,2.87,4.73,17.31,4,25.795361,-80.290111
446,MIA,2010.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,1079.0,1079.0,233.0,177.0,155714,145274,0.7268,0.6765,0.7521,18.32,16.13,3.54,21.14,2.86,2.85,3.86,15.25,4,25.795361,-80.290111
447,MIA,2011.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,1458.0,1522.0,372.0,278.0,164184,155362,0.735,0.6871,0.7666,17.8,16.2,3.43,20.51,2.59,2.25,3.43,14.36,3,25.795361,-80.290111
448,MIA,2012.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,921.0,960.0,247.0,237.0,162815,157000,0.7445,0.6962,0.7651,16.92,16.25,3.5,19.61,2.21,2.56,3.31,14.94,3,25.795361,-80.290111
449,MIA,2013.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,564.0,596.0,270.0,203.0,166455,159690,0.7684,0.7153,0.7821,14.58,16.41,3.68,17.44,2.17,2.35,3.2,14.02,3,25.795361,-80.290111
450,MIA,2014.0,ASO,DADE,MIAMI,FL,Federalized/Commercial,835.0,948.0,283.0,337.0,168629,164346,0.7783,0.7172,0.7825,14.23,17.11,4.28,17.44,2.8,2.4,3.81,14.61,3,25.795361,-80.290111
451,MKE,2004.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,406.0,369.0,46.0,22.0,23109,23138,0.7742,0.753,0.7335,11.78,12.47,2.42,12.79,2.6,0.52,3.43,13.62,4,42.946931,-87.897068
452,MKE,2005.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,416.0,371.0,57.0,22.0,94493,94132,0.7396,0.6994,0.7319,14.01,13.12,3.24,16.05,2.01,0.91,3.2,14.36,4,42.946931,-87.897068
453,MKE,2006.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,477.0,446.0,68.0,41.0,87040,86797,0.7625,0.7353,0.7278,13.46,13.1,2.3,15.02,1.75,0.92,3.78,14.85,4,42.946931,-87.897068
454,MKE,2007.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,808.0,790.0,83.0,80.0,86640,86703,0.7183,0.6728,0.6779,16.08,13.78,2.99,18.64,1.98,0.96,4.75,17.83,4,42.946931,-87.897068
455,MKE,2008.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,1200.0,1162.0,96.0,137.0,80819,80349,0.7409,0.7014,0.724,16.13,14.25,3.31,18.64,3.27,0.97,4.28,16.45,4,42.946931,-87.897068
456,MKE,2009.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,658.0,670.0,94.0,92.0,74866,74974,0.7979,0.7646,0.7996,12.27,13.3,2.71,14.26,3.56,0.84,3.13,11.34,0,42.946931,-87.897068
457,MKE,2010.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,708.0,683.0,98.0,134.0,85455,85584,0.7871,0.7547,0.7901,12.58,12.59,2.44,14.32,4.39,1.01,3.37,11.85,0,42.946931,-87.897068
458,MKE,2011.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,770.0,758.0,104.0,72.0,76548,76746,0.7831,0.7428,0.7791,13.37,12.75,2.8,15.63,4.01,0.93,3.39,12.86,4,42.946931,-87.897068
459,MKE,2012.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,419.0,372.0,65.0,96.0,56232,56653,0.7984,0.7681,0.7932,12.32,12.1,2.36,14.02,2.74,1.07,2.59,11.51,0,42.946931,-87.897068
460,MKE,2013.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,546.0,484.0,71.0,63.0,50040,50304,0.7491,0.7026,0.7387,15.46,12.86,3.24,17.98,2.76,1.32,3.17,14.8,4,42.946931,-87.897068
461,MKE,2014.0,AGL,MILWAUKEE,MILWAUKEE,WI,Federalized/Commercial,952.0,860.0,72.0,59.0,47897,47869,0.7361,0.6938,0.7126,17.13,12.79,3.02,19.41,3.16,1.17,3.57,16.65,4,42.946931,-87.897068
462,MSP,2004.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,1912.0,1972.0,307.0,304.0,254994,253293,0.8041,0.6918,0.8128,10.25,17.44,6.67,15.33,5.34,1.4,3.99,10.28,3,44.881972,-93.221778
463,MSP,2005.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,1785.0,1935.0,329.0,358.0,250633,249613,0.7559,0.6256,0.7905,13.01,18.31,7.27,18.97,5.03,1.97,3.64,11.89,3,44.881972,-93.221778
464,MSP,2006.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,1238.0,1380.0,286.0,277.0,222831,223060,0.8,0.7204,0.8074,10.9,16.83,5.12,14.83,3.66,2.16,3.36,11.05,3,44.881972,-93.221778
465,MSP,2007.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,3536.0,3792.0,344.0,466.0,214837,213716,0.7719,0.6415,0.7327,13.0,19.31,7.27,19.32,4.42,3.49,5.49,16.2,1,44.881972,-93.221778
466,MSP,2008.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,1729.0,1988.0,321.0,318.0,213811,212956,0.8013,0.7249,0.7952,11.11,17.93,4.83,14.97,4.36,2.02,3.96,12.48,3,44.881972,-93.221778
467,MSP,2009.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,1450.0,1694.0,316.0,235.0,207765,207199,0.8252,0.7454,0.8063,9.81,17.59,4.7,13.71,4.29,2.24,3.73,11.8,3,44.881972,-93.221778
468,MSP,2010.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,2171.0,2467.0,299.0,257.0,208609,207351,0.8012,0.7309,0.7997,11.44,17.27,4.3,14.97,4.06,2.37,3.23,11.85,3,44.881972,-93.221778
469,MSP,2011.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,1472.0,1614.0,214.0,157.0,207583,207577,0.8267,0.7688,0.8255,10.31,16.51,3.72,13.26,4.1,1.45,2.61,10.67,3,44.881972,-93.221778
470,MSP,2012.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,751.0,868.0,197.0,169.0,203576,203737,0.8493,0.8022,0.855,8.95,16.09,3.46,11.47,3.61,1.18,2.16,8.77,0,44.881972,-93.221778
471,MSP,2013.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,1620.0,1875.0,295.0,187.0,206304,206694,0.8312,0.7433,0.8226,10.24,17.8,5.62,14.69,3.69,1.15,2.9,11.23,3,44.881972,-93.221778
472,MSP,2014.0,AGL,HENNEPIN,MINNEAPOLIS,MN,Federalized/Commercial,1356.0,1423.0,281.0,172.0,197864,198012,0.7892,0.7255,0.8037,12.33,16.36,3.74,15.46,3.7,0.9,2.95,12.25,3,44.881972,-93.221778
473,MSY,2004.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,755.0,659.0,136.0,155.0,63061,63323,0.8166,0.8019,0.7721,10.41,10.01,2.14,11.77,2.34,0.82,3.05,12.09,0,29.993389,-90.258028
474,MSY,2005.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,1714.0,1557.0,97.0,256.0,46978,47441,0.7815,0.7617,0.7424,12.41,10.28,2.58,14.15,2.73,1.35,3.38,13.94,4,29.993389,-90.258028
475,MSY,2006.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,275.0,245.0,74.0,42.0,39738,39639,0.7809,0.7574,0.7497,12.68,10.55,2.46,14.36,2.05,0.8,3.19,13.59,4,29.993389,-90.258028
476,MSY,2007.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,380.0,342.0,77.0,43.0,46656,46787,0.7853,0.7538,0.7343,13.05,10.83,2.73,15.01,2.2,1.06,3.44,14.9,4,29.993389,-90.258028
477,MSY,2008.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,814.0,772.0,98.0,61.0,49916,49920,0.7991,0.7735,0.7627,12.23,10.57,2.38,13.86,2.08,0.96,3.22,13.35,0,29.993389,-90.258028
478,MSY,2009.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,204.0,178.0,85.0,53.0,45682,45770,0.8332,0.8067,0.7907,10.13,10.69,2.37,11.7,1.99,1.14,2.87,11.45,0,29.993389,-90.258028
479,MSY,2010.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,401.0,356.0,78.0,68.0,46923,47188,0.8169,0.7898,0.7903,10.66,10.73,2.28,12.18,2.01,1.28,2.6,11.27,0,29.993389,-90.258028
480,MSY,2011.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,406.0,358.0,91.0,46.0,48593,48753,0.8221,0.8,0.7925,10.53,10.57,2.1,11.85,1.96,1.17,2.51,11.31,0,29.993389,-90.258028
481,MSY,2012.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,568.0,518.0,55.0,78.0,47684,47777,0.8259,0.8059,0.7955,10.37,10.42,2.02,11.61,1.67,1.2,2.37,10.98,0,29.993389,-90.258028
482,MSY,2013.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,328.0,297.0,87.0,69.0,52334,52915,0.7943,0.7732,0.7647,11.84,10.42,2.13,13.12,1.72,1.18,2.69,13.0,0,29.993389,-90.258028
483,MSY,2014.0,ASW,JEFFERSON,NEW ORLEANS,LA,Public Use,595.0,530.0,85.0,102.0,53045,53084,0.7739,0.751,0.7516,13.57,10.56,2.11,14.87,1.95,1.16,2.74,14.28,4,29.993389,-90.258028
484,OAK,2004.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,689.0,655.0,112.0,69.0,96255,96429,0.7932,0.769,0.7908,10.21,10.58,2.48,12.21,3.78,0.91,2.62,10.76,0,37.721306,-122.220722
485,OAK,2005.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,610.0,634.0,119.0,74.0,96605,96399,0.781,0.7551,0.7752,10.44,10.86,2.69,12.35,3.91,1.03,2.79,11.19,0,37.721306,-122.220722
486,OAK,2006.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,918.0,952.0,115.0,148.0,98253,98229,0.7824,0.7546,0.7723,10.69,11.0,2.5,12.36,3.58,1.17,3.08,11.41,0,37.721306,-122.220722
487,OAK,2007.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,962.0,962.0,105.0,61.0,100168,99687,0.7917,0.7525,0.7822,10.58,11.14,2.64,12.55,3.41,1.58,2.83,11.36,0,37.721306,-122.220722
488,OAK,2008.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,964.0,979.0,111.0,73.0,87634,86950,0.8011,0.7798,0.785,10.36,10.22,1.97,11.63,2.55,0.89,2.36,11.24,0,37.721306,-122.220722
489,OAK,2009.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,599.0,588.0,55.0,37.0,69111,68371,0.8181,0.8067,0.8246,9.29,9.27,1.45,10.16,2.07,0.72,1.58,8.55,0,37.721306,-122.220722
490,OAK,2010.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,523.0,549.0,69.0,35.0,65832,65169,0.7772,0.7617,0.7899,11.06,9.16,1.61,12.03,2.17,0.69,1.9,10.5,0,37.721306,-122.220722
491,OAK,2011.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,603.0,621.0,61.0,27.0,64045,63242,0.7792,0.7576,0.7906,11.11,9.2,1.82,12.39,1.89,0.73,1.76,10.61,0,37.721306,-122.220722
492,OAK,2012.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,454.0,456.0,63.0,21.0,64124,63681,0.7932,0.7478,0.8041,10.62,10.37,2.85,12.92,1.98,1.18,1.91,10.12,0,37.721306,-122.220722
493,OAK,2013.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,472.0,488.0,60.0,45.0,60321,60591,0.7596,0.7321,0.7742,12.28,9.52,1.94,13.79,1.5,0.69,1.58,11.86,0,37.721306,-122.220722
494,OAK,2014.0,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,583.0,606.0,53.0,16.0,62502,62539,0.7003,0.6633,0.7139,15.03,10.0,2.22,16.97,1.98,1.37,2.44,14.93,4,37.721306,-122.220722
495,OGG,2004.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,63.0,45.0,33.0,16.0,8355,8424,0.8645,0.8773,0.847,8.23,7.85,0.46,7.71,4.59,0.54,3.37,9.78,0,20.89865,-156.43045800000002
496,OGG,2005.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,42.0,24.0,16.0,16.0,35626,36108,0.8639,0.8669,0.8337,7.89,8.28,0.76,7.78,3.52,1.26,4.21,9.85,0,20.89865,-156.43045800000002
497,OGG,2006.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,292.0,257.0,22.0,18.0,37108,37218,0.882,0.8807,0.8596,6.69,7.75,1.05,6.89,2.9,0.82,3.7,8.01,0,20.89865,-156.43045800000002
498,OGG,2007.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,223.0,190.0,10.0,16.0,37476,35402,0.8871,0.8836,0.8719,7.57,7.52,1.04,7.9,2.63,0.62,3.15,7.89,0,20.89865,-156.43045800000002
499,OGG,2008.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,287.0,258.0,24.0,22.0,32036,29420,0.8755,0.8593,0.8606,9.61,7.79,1.56,10.54,1.86,0.93,3.52,8.6,0,20.89865,-156.43045800000002
500,OGG,2009.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,106.0,80.0,20.0,18.0,30677,30193,0.8957,0.8853,0.8749,6.28,8.01,1.28,6.9,1.51,0.68,3.64,7.12,0,20.89865,-156.43045800000002
501,OGG,2010.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,116.0,80.0,19.0,27.0,27206,27084,0.9029,0.8901,0.8718,5.81,8.47,1.56,6.54,1.43,0.75,3.94,7.15,0,20.89865,-156.43045800000002
502,OGG,2011.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,139.0,106.0,23.0,27.0,27142,27090,0.9097,0.8974,0.8803,6.12,8.61,1.46,6.85,1.24,0.62,3.18,7.25,0,20.89865,-156.43045800000002
503,OGG,2012.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,125.0,91.0,48.0,37.0,31181,31051,0.9,0.8883,0.8747,6.47,8.59,1.51,7.21,0.95,0.9,3.51,7.48,0,20.89865,-156.43045800000002
504,OGG,2013.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,210.0,168.0,40.0,39.0,30069,29737,0.8871,0.8743,0.8589,7.26,8.64,1.53,8.0,1.01,1.01,3.48,8.36,0,20.89865,-156.43045800000002
505,OGG,2014.0,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,114.0,85.0,34.0,35.0,34163,33547,0.9007,0.8881,0.8784,5.8,8.58,1.39,6.44,1.71,0.87,3.85,7.18,0,20.89865,-156.43045800000002
506,OMA,2004.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,232.0,203.0,47.0,29.0,9769,9740,0.781,0.7602,0.7523,12.11,10.94,2.43,13.63,2.28,0.59,2.73,13.01,0,41.303166999999995,-95.894056
507,OMA,2005.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,291.0,235.0,40.0,21.0,40412,40238,0.7747,0.7399,0.7392,12.4,11.47,3.2,14.61,2.56,1.07,3.18,13.97,4,41.303166999999995,-95.894056
508,OMA,2006.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,313.0,290.0,62.0,32.0,39777,40736,0.7485,0.7272,0.7197,13.87,11.13,2.23,15.44,2.06,0.86,3.27,15.25,4,41.303166999999995,-95.894056
509,OMA,2007.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,587.0,522.0,84.0,51.0,41352,41570,0.7288,0.6884,0.6866,16.58,12.42,3.44,19.22,2.11,1.08,3.78,17.38,4,41.303166999999995,-95.894056
510,OMA,2008.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,476.0,419.0,89.0,53.0,39881,39850,0.7488,0.7173,0.6956,15.9,12.16,2.9,17.93,2.09,0.95,3.68,16.71,4,41.303166999999995,-95.894056
511,OMA,2009.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,400.0,314.0,62.0,60.0,36834,36758,0.7816,0.7462,0.7561,12.63,12.34,2.99,14.75,2.28,1.37,3.27,12.81,4,41.303166999999995,-95.894056
512,OMA,2010.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,365.0,291.0,53.0,54.0,38331,38386,0.7917,0.7521,0.7558,11.94,12.12,2.8,13.91,2.56,0.77,2.84,13.08,0,41.303166999999995,-95.894056
513,OMA,2011.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,401.0,358.0,43.0,50.0,37305,37502,0.8049,0.7781,0.7599,11.34,11.68,2.21,12.8,2.33,0.55,2.67,13.33,0,41.303166999999995,-95.894056
514,OMA,2012.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,213.0,166.0,32.0,36.0,35067,35288,0.8177,0.7964,0.7764,10.82,11.3,1.92,12.01,1.67,0.66,2.03,12.24,0,41.303166999999995,-95.894056
515,OMA,2013.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,394.0,313.0,65.0,50.0,33253,33594,0.781,0.7446,0.7274,12.8,12.27,3.0,14.78,1.61,1.07,2.88,15.16,4,41.303166999999995,-95.894056
516,OMA,2014.0,ACE,DOUGLAS,OMAHA,NE,Federalized/Commercial,498.0,447.0,63.0,72.0,33241,33237,0.766,0.7386,0.7097,13.69,11.8,2.08,15.15,2.34,0.69,3.27,16.92,4,41.303166999999995,-95.894056
517,ONT,2004.0,AWP,SAN BERNARDINO,ONTARIO,CA,Federalized/Commercial,379.0,338.0,54.0,52.0,54166,54076,0.7729,0.7488,0.8078,12.33,9.78,2.63,14.25,1.72,0.77,2.39,9.88,0,34.056,-117.60119399999999
518,ONT,2005.0,AWP,SAN BERNARDINO,ONTARIO,CA,Federalized/Commercial,355.0,319.0,34.0,51.0,54110,54080,0.7557,0.7241,0.777,12.5,10.23,2.92,14.66,2.04,1.04,2.77,11.11,0,34.056,-117.60119399999999
519,ONT,2006.0,AWP,SAN BERNARDINO,ONTARIO,CA,Federalized/Commercial,408.0,404.0,36.0,44.0,53893,54211,0.7384,0.6991,0.7822,13.85,10.96,3.06,16.15,1.85,0.88,2.81,11.08,4,34.056,-117.60119399999999
520,ONT,2007.0,AWP,SAN BERNARDINO,ONTARIO,CA,Federalized/Commercial,471.0,441.0,63.0,68.0,59098,58758,0.7602,0.7229,0.7927,13.2,11.28,3.15,15.35,1.66,0.77,2.21,11.05,0,34.056,-117.60119399999999
521,ONT,2008.0,AWP,SAN BERNARDINO,ONTARIO,CA,Federalized/Commercial,338.0,338.0,56.0,35.0,51391,51123,0.7421,0.7122,0.787,15.22,10.91,2.8,17.07,1.13,0.74,2.11,11.28,4,34.056,-117.60119399999999
